,cik
60768,795410.0
60783,
60784,
60791,
60792,96977.0
60805,
60812,
60813,
60820,79684.0
60821,317964.0
60839,88608.0
60840,75675.0
60847,1518869.0
60855,108301.0
60856,353528.0
60863,718111.0
60864,
60871,6281.0
60872,75725.0
60898,13573.0
60899,311048.0
60900,23149.0
60901,275870.0
60919,26967.0
60920,75775.0
60927,311049.0
60928,
60935,310252.0
60936,
60943,58492.0
60944,75783.0
60951,64698.0
60978,314662.0
60986,814453.0
60987,
60994,
60995,
61006,77264.0
61007,
61014,78916.0
61022,216991.0
61023,
61030,
61031,
61049,1012100.0
61050,76036.0
61057,98507.0
61058,75929.0
61065,1005414.0
61066,
61073,
61081,700674.0
61082,76054.0
61102,
61103,30543.0
61110,29754.0
61111,315272.0
61129,55556.0
61137,56439.0
61138,1559149.0
61145,202375.0
61146,708821.0
61153,
61162,76149.0
61188,1692115.0
61189,726211.0
61196,710202.0
61209,99359.0
61210,
61218,750561.0
61225,311975.0
61226,
61233,29302.0
61234,729979.0
61241,2488.0
61242,726957.0
61268,4082.0
61269,76282.0
61276,
61277,316022.0
61284,10012.0
61285,
61292,106790.0
61293,76402.0
61305,29303.0
61313,29644.0
61314,
61321,29846.0
61322,724988.0
61348,39838.0
61356,
61357,
61364,54360.0
61365,
61372,355357.0
61373,
61380,
61381,
61399,60667.0
61400,313141.0
61402,
61429,719425.0
61436,63938.0
61437,351694.0
61444,355313.0
61445,
61452,75732.0
61453,76571.0
61460,
61479,1077501.0
61487,2178.0
61488,76057.0
61495,12152.0
61496,76605.0
61508,12208.0
61509,
61516,12208.0
61517,76663.0
61524,1179484.0
61525,45791.0
61532,25885.0
61540,312840.0
61541,76711.0
61559,313549.0
61560,797507.0
61567,717605.0
61575,312263.0
61576,76725.0
61583,53117.0
61584,
61591,719146.0
61592,76733.0
61604,73722.0
61605,
61612,74989.0
61613,
61620,82523.0
61621,723531.0
61639,314525.0
61640,76741.0
61647,86829.0
61648,76766.0
61655,
61656,
61663,74091.0
61664,
61671,1035002.0
61672,727585.0
61698,102710.0
61699,724226.0
61700,310056.0
61701,
61719,
61720,76878.0
61727,19162.0
61728,76902.0
61736,76929.0
61743,27996.0
61744,76946.0
61751,931332.0
61752,
61779,
61786,313336.0
61787,1422862.0
61794,
61795,726985.0
61807,67887.0
61815,72207.0
61816,
61823,77628.0
61858,95254.0
61859,
61866,313309.0
61867,
61874,
61875,
61882,314890.0
61883,
61890,
61891,77100.0
61903,
61911,318397.0
61912,
61939,727074.0
61946,1130464.0
61947,1377490.0
61954,753313.0
61955,77159.0
61962,318010.0
61963,77171.0
61970,
61989,
61990,831231.0
61997,
61998,77210.0
62009,62423.0
62010,77231.0
62017,
62018,77318.0
62025,
62026,714956.0
62033,82166.0
62034,77360.0
62041,312237.0
62042,739608.0
62069,1532147.0
62084,316028.0
62085,861461.0
62092,97745.0
62093,
62105,98346.0
62106,
62114,352538.0
62122,
62148,277948.0
62149,710217.0
62157,
62164,25506.0
62165,350926.0
62172,
62173,739280.0
62180,
62181,77501.0
62199,
62200,
62201,
62202,
62228,39020.0
62229,77582.0
62236,277795.0
62237,77603.0
62244,317030.0
62245,
62252,317745.0
62253,725394.0
62260,40972.0
62261,351935.0
62279,47114.0
62280,
62287,49146.0
62288,351891.0
62295,49423.0
62296,721237.0
62308,320335.0
62309,
62316,277057.0
62317,77856.0
62325,77864.0
62332,928242.0
62333,
62340,75491.0
62341,77877.0
62360,277014.0
62368,350403.0
62375,84262.0
62376,350403.0
62383,85974.0
62384,77943.0
62392,352713.0
62404,
62405,77952.0
62412,93714.0
62413,
62420,277928.0
62421,77961.0
62439,318830.0
62440,77969.0
62447,896560.0
62448,
62455,
62463,100166.0
62464,352706.0
62471,319922.0
62472,353827.0
62498,105770.0
62499,355531.0
62500,2601.0
62519,314808.0
62527,26361.0
62528,78040.0
62543,30717.0
62544,351506.0
62551,
62552,713275.0
62578,
62579,712822.0
62586,276189.0
62587,
62594,43340.0
62595,
62607,40518.0
62615,702993.0
62623,836236.0
62624,
62631,318775.0
62632,216859.0
62658,76881.0
62659,
62666,2751.0
62674,
62675,710126.0
62682,85973.0
62683,
62690,320321.0
62691,
62703,313757.0
62704,78284.0
62711,95169.0
62712,745167.0
62738,96065.0
62739,55917.0
62746,96097.0
62747,78302.0
62754,312902.0
62755,
62762,51.0
62763,
62770,3133.0
62771,
62789,
62790,319379.0
62797,350750.0
62798,78331.0
62818,276310.0
62819,78332.0
62826,1287197.0
62827,
62834,352947.0
62835,
62842,353181.0
62843,1011736.0
62850,
62851,763842.0
62869,36706.0
62870,
62877,351116.0
62878,78369.0
62885,216039.0
62886,729645.0
62894,78384.0
62906,60876.0
62907,277923.0
62914,350920.0
62915,78435.0
62923,216870.0
62931,
62950,
62957,
62958,88948.0
62965,77069.0
62966,352427.0
62973,79511.0
62974,
62982,
63001,
63002,
63028,731913.0
63036,98752.0
63037,
63044,102993.0
63045,
63052,320435.0
63053,
63060,105668.0
63061,826329.0
63079,318996.0
63080,
63087,4436.0
63088,733060.0
63095,313214.0
63096,78716.0
63108,854385.0
63109,78721.0
63116,
63117,
63124,350853.0
63125,78749.0
63132,30305.0
63140,350875.0
63141,
63159,350846.0
63160,353288.0
63167,43398.0
63168,78773.0
63175,39748.0
63176,723519.0
63183,317354.0
63184,78842.0
63191,353539.0
63192,713676.0
63204,315079.0
63205,
63212,350684.0
63213,
63221,
63239,59870.0
63240,350426.0
63247,351707.0
63248,
63255,353001.0
63256,
63264,315671.0
63271,75947.0
63272,
63298,76744.0
63299,
63300,1706089.0
63301,
63319,109410.0
63320,79041.0
63327,353608.0
63328,79065.0
63335,320575.0
63336,
63343,750556.0
63344,354452.0
63351,276886.0
63352,
63378,
63379,720642.0
63386,350874.0
63394,278203.0
63395,79166.0
63407,
63423,
63424,
63431,357067.0
63432,
63458,6701.0
63459,724983.0
63466,909992.0
63467,79282.0
63474,10866.0
63475,79325.0
63482,316740.0
63483,356226.0
63490,354099.0
63491,62614.0
63503,18808.0
63504,702724.0
63511,310979.0
63538,354079.0
63539,79422.0
63546,
63547,79424.0
63554,27500.0
63555,711601.0
63562,320186.0
63563,735422.0
63570,351613.0
63571,
63589,276558.0
63590,783850.0
63597,38868.0
63618,
63619,79516.0
63626,1031754.0
63627,
63634,320287.0
63635,763759.0
63642,351514.0
63643,
63650,54876.0
63651,79582.0
63669,63506.0
63670,79668.0
63677,
63678,355263.0
63685,354962.0
63686,79677.0
63693,313518.0
63707,79757.0
63714,353230.0
63715,80420.0
63722,76728.0
63723,79826.0
63730,
63731,79862.0
63749,80134.0
63750,718892.0
63757,
63758,354383.0
63765,7332.0
63773,1051512.0
63774,311926.0
63781,798949.0
63782,
63802,101074.0
63803,79845.0
63810,352997.0
63811,311657.0
63829,105608.0
63830,79958.0
63837,2070.0
63838,
63845,3449.0
63846,3874.0
63853,775057.0
63854,732418.0
63861,6432.0
63862,
63888,351385.0
63889,723532.0
63896,
63897,
63909,356055.0
63910,
63917,73743.0
63918,
63925,1715850.0
63926,
63933,19411.0
63934,80108.0
63941,
63968,350884.0
63976,43704.0
63977,80124.0
63984,
63985,
63992,351685.0
63993,747675.0
64004,52532.0
64005,80173.0
64013,716741.0
64020,16099.0
64021,
64039,
64040,80202.0
64047,
64048,
64055,101039.0
64063,74386.0
64064,356461.0
64071,356064.0
64072,716712.0
64098,352964.0
64099,
64100,
64101,
64119,
64120,
64127,
64135,350077.0
64136,80323.0
64143,746896.0
64144,80324.0
64151,6260.0
64152,318107.0
64178,13006.0
64179,
64186,1739940.0
64187,80351.0
64194,19584.0
64195,311505.0
64207,26109.0
64208,
64215,320185.0
64216,80423.0
64223,47011.0
64224,350843.0
64232,
64258,353567.0
64259,700785.0
64266,50430.0
64267,712326.0
64275,722571.0
64282,701985.0
64283,76773.0
64290,1105192.0
64291,100712.0
64303,72013.0
64304,
64311,702165.0
64312,
64338,352994.0
64339,
64346,82206.0
64347,200603.0
64354,357434.0
64355,80630.0
64370,97378.0
64371,353705.0
64389,
64390,80661.0
64397,727120.0
64398,80670.0
64418,310103.0
64419,
64426,215639.0
64427,
64434,879257.0
64435,729242.0
64442,68145.0
64450,356309.0
64469,
64470,
64477,701856.0
64478,80758.0
64485,
64486,355429.0
64493,58636.0
64494,1072587.0
64506,105519.0
64507,724767.0
64514,319489.0
64515,316770.0
64522,
64523,
64530,
64531,
64549,
64550,
64557,1089819.0
64558,
64565,25191.0
64566,
64573,
64574,80876.0
64581,46389.0
64582,754019.0
64602,353025.0
64610,
64611,704700.0
64630,80984.0
64637,729284.0
64638,350133.0
64646,81025.0
64654,715414.0
64661,701714.0
64662,
64688,
64689,352076.0
64697,81112.0
64709,
64717,319237.0
64718,
64725,320121.0
64726,
64733,
64734,28734.0
64741,
64742,276720.0
64769,81199.0
64777,81214.0
64784,708485.0
64785,100591.0
64792,
64806,829406.0
64813,351978.0
64814,736946.0
64821,278327.0
64822,1672326.0
64848,355115.0
64849,313635.0
64856,4310.0
64857,
64864,731859.0
64872,311359.0
64873,81446.0
64880,16496.0
64881,319548.0
64899,16918.0
64900,
64901,21438.0
64902,73299.0
64928,716729.0
64929,81362.0
64936,715957.0
64937,81365.0
64944,
64945,46431.0
64952,913545.0
64953,1173850.0
64960,715355.0
64961,708818.0
64979,46601.0
64980,81424.0
64987,216219.0
64988,81426.0
64995,91576.0
64996,105990.0
65007,
65008,720500.0
65015,74928.0
65016,318739.0
65023,76732.0
65024,709283.0
65031,350303.0
65032,710983.0
65058,719544.0
65059,715788.0
65066,
65067,729213.0
65074,716714.0
65075,81469.0
65082,48107.0
65083,351721.0
65090,717240.0
65091,737033.0
65103,740103.0
65104,352796.0
65111,725457.0
65112,
65138,1067092.0
65139,
65154,1001606.0
65155,724904.0
65162,
65163,32870.0
65170,
65171,
65189,351360.0
65190,
65197,
65198,81589.0
65218,28323.0
65219,81614.0
65226,28630.0
65227,710485.0
65234,28630.0
65235,
65242,
65243,230501.0
65251,82291.0
65269,350572.0
65270,700841.0
65277,45667.0
65278,48561.0
65285,357294.0
65293,722079.0
65294,84246.0
65306,717954.0
65307,110621.0
65314,719664.0
65315,806624.0
65322,
65323,85613.0
65330,704051.0
65331,
65350,700573.0
65357,720900.0
65358,
65365,69488.0
65373,69623.0
65374,
65381,801547.0
65402,91142.0
65403,81688.0
65410,1142470.0
65429,724742.0
65430,
65438,216949.0
65445,703701.0
65446,81699.0
65462,81734.0
65489,
65496,215310.0
65497,704031.0
65509,356080.0
65510,732564.0
65517,14550.0
65518,718573.0
65525,716634.0
65526,81766.0
65533,725549.0
65534,81774.0
65541,711404.0
65542,81825.0
65569,
65576,725780.0
65577,
65593,310235.0
65605,731938.0
65606,81893.0
65613,731714.0
65614,81918.0
65622,277317.0
65649,312050.0
65656,716783.0
65657,
65664,1140601.0
65665,81955.0
65672,729284.0
65673,13861.0
65680,
65681,275925.0
65699,1195614.0
65700,82020.0
65701,314608.0
65729,
65736,
65737,
65744,1157691.0
65752,318833.0
65753,82147.0
65760,34169.0
65761,715817.0
65779,99693.0
65780,
65787,726513.0
65788,
65795,
65796,82213.0
65808,728258.0
65809,82218.0
65816,104519.0
65817,82231.0
65824,108865.0
65825,82249.0
65832,730469.0
65833,82256.0
65840,
65859,732715.0
65860,82263.0
65867,316315.0
65875,732712.0
65883,732713.0
65884,82357.0
65891,825393.0
65904,731725.0
65913,716266.0
65920,733289.0
65921,82411.0
65939,703559.0
65940,
65948,82456.0
65955,48272.0
65956,82520.0
65963,51320.0
65964,82536.0
65971,
65972,82567.0
65999,82625.0
66018,732714.0
66026,732716.0
66027,
66034,
66035,82656.0
66043,
66050,739878.0
66051,82734.0
66069,732639.0
66070,96996.0
66078,82788.0
66085,
66086,785037.0
66093,732717.0
66094,
66106,315777.0
66107,
66114,731939.0
66115,
66122,1037949.0
66123,82845.0
66130,1393066.0
66149,740868.0
66157,36104.0
66158,319200.0
66165,37941.0
66166,350387.0
66173,319648.0
66174,716643.0
66181,354950.0
66182,718078.0
66202,833795.0
66203,
66211,357129.0
66229,319678.0
66230,729971.0
66237,313303.0
66238,
66245,773141.0
66246,82959.0
66253,717238.0
66254,83032.0
66261,39735.0
66262,83034.0
66288,72316.0
66289,
66297,83082.0
66310,205821.0
66317,743535.0
66318,
66325,1032033.0
66326,64486.0
66333,96277.0
66334,719157.0
66341,101821.0
66342,
66368,102198.0
66369,
66376,105016.0
66377,350482.0
66384,106040.0
66385,83179.0
66393,724969.0
66405,354609.0
66406,
66413,
66414,83157.0
66421,
66422,83194.0
66449,
66456,949058.0
66457,
66465,
66472,26987.0
66473,
66480,737910.0
66481,
66499,
66500,83268.0
66502,
66529,83276.0
66536,722807.0
66537,83300.0
66544,743416.0
66545,216983.0
66552,
66553,83306.0
66560,744041.0
66561,
66579,814242.0
66580,353576.0
66587,49029.0
66588,83347.0
66595,52589.0
66596,83360.0
66608,54891.0
66609,
66617,83402.0
66624,92342.0
66640,
66641,
66659,748581.0
66660,
66667,350868.0
66668,708196.0
66675,74664.0
66676,724829.0
66683,742278.0
66684,725816.0
66691,742254.0
66692,83472.0
66704,722576.0
66705,83490.0
66712,
66720,95799.0
66721,216986.0
66739,351817.0
66740,83524.0
66747,1617227.0
66748,83562.0
66755,2844.0
66756,83564.0
66763,725552.0
66764,
66771,725552.0
66772,
66798,725552.0
66799,83588.0
66800,5272.0
66801,701290.0
66819,752313.0
66827,
66828,83679.0
66836,352331.0
66843,716302.0
66844,83702.0
66851,752735.0
66852,355948.0
66878,719547.0
66879,
66886,
66895,
66907,858560.0
66915,733267.0
66916,316412.0
66923,40703.0
66924,317707.0
66931,1007456.0
66932,
66958,742173.0
66959,
66966,1077324.0
66967,350847.0
66974,
66975,84045.0
66982,36948.0
66983,277817.0
66991,84091.0
67002,755003.0
67003,84112.0
67010,718074.0
67011,709138.0
67029,350868.0
67030,84168.0
67037,709136.0
67038,351523.0
67045,314437.0
67046,51939.0
67061,
67062,277356.0
67089,
67097,84201.0
67109,722825.0
67117,745905.0
67118,
67125,793154.0
67126,830351.0
67133,
67134,
67168,763043.0
67169,
67176,718916.0
67177,84278.0
67184,
67185,84281.0
67192,
67193,84290.0
67205,737783.0
67206,
67214,
67221,728529.0
67222,355300.0
67249,
67256,732644.0
67257,102983.0
67265,84440.0
67273,84451.0
67280,
67281,84477.0
67299,6125.0
67300,276747.0
67302,84518.0
67328,62418.0
67329,725845.0
67336,81700.0
67344,
67345,225868.0
67352,729499.0
67353,
67360,755001.0
67361,84602.0
67379,
67387,718438.0
67396,317966.0
67409,
67417,
67425,84655.0
67432,758604.0
67433,312583.0
67441,
67459,34115.0
67467,768835.0
67468,84683.0
67476,
67491,1023060.0
67492,84733.0
67504,
67505,
67512,
67520,
67521,
67539,859240.0
67540,84834.0
67547,
67555,719546.0
67556,110619.0
67563,928358.0
67571,890175.0
67564,43514.0
67572,
67599,
67600,720390.0
67601,85044.0
67619,320573.0
67620,85149.0
67627,766566.0
67628,85149.0
67635,
67636,711770.0
67643,
67652,774487.0
67678,74691.0
67679,737203.0
67687,739667.0
67694,769940.0
67695,85364.0
67707,765410.0
67715,766004.0
67716,85399.0
67723,754009.0
67724,
67731,744290.0
67732,85417.0
67759,85461.0
67766,
67775,312160.0
67782,100240.0
67783,
67790,890326.0
67803,319320.0
67804,
67838,20629.0
67846,716302.0
67847,85535.0
67855,
67862,773468.0
67863,
67871,702345.0
67889,350889.0
67897,719703.0
67898,85582.0
67918,771934.0
67919,
67927,
67934,354984.0
67935,
67942,720671.0
67943,85684.0
67950,768906.0
67951,
67969,20639.0
67970,276437.0
67977,
67985,771993.0
67993,771296.0
67994,85840.0
68005,
68006,726326.0
68022,
68049,355622.0
68056,67516.0
68057,85981.0
68065,723924.0
68072,775272.0
68073,217058.0
68081,
68099,83440.0
68100,
68102,45635.0
68129,319519.0
68136,
68137,730983.0
68144,750556.0
68145,87050.0
68152,764540.0
68153,
68160,864758.0
68161,87744.0
68180,
68188,728312.0
68195,106998.0
68196,350894.0
68208,777358.0
68209,86537.0
68216,777877.0
68217,
68225,
68233,90045.0
68241,91111.0
68260,
68268,
68276,315545.0
68284,
68291,319498.0
68292,230557.0
68304,777001.0
68305,87829.0
68313,
68320,20232.0
68321,
68339,824204.0
68340,930184.0
68347,714154.0
68348,320286.0
68355,868738.0
68356,
68363,778169.0
68372,27077.0
68398,31660.0
68399,
68401,86082.0
68420,86097.0
68428,943097.0
68435,719520.0
68444,
68451,1465112.0
68452,727303.0
68478,
68479,
68486,717517.0
68487,
68494,731190.0
68495,314865.0
68507,775271.0
68508,86153.0
68516,
68523,6814.0
68524,350019.0
68531,
68532,86165.0
68558,731807.0
68559,86166.0
68566,877930.0
68567,812482.0
68574,741341.0
68582,729600.0
68590,775406.0
68591,203077.0
68603,
68604,86293.0
68611,353652.0
68612,
68638,76696.0
68647,86357.0
68654,356452.0
68655,
68663,104410.0
68670,778107.0
68671,
68689,728299.0
68690,
68698,
68718,730349.0
68719,
68727,
68734,
68742,869369.0
68743,705408.0
68751,
68778,313749.0
68786,1013297.0
68806,7668.0
68807,311853.0
68814,4164.0
68822,789468.0
68830,744187.0
68831,355620.0
68850,351366.0
68857,1702780.0
68858,
68865,720695.0
68873,76949.0
68874,719969.0
68882,
68903,721235.0
68910,725625.0
68930,
68937,47016.0
68938,86941.0
68945,786617.0
68946,
68953,315858.0
68954,
68962,
68996,748212.0
68997,
69016,
69017,87032.0
69024,313303.0
69025,87082.0
69032,895421.0
69228,310381.0
69033,87086.0
69040,
69041,715058.0
69060,87097.0
69075,355787.0
69076,87121.0
69083,789456.0
69084,727063.0
69091,783278.0
69092,
69105,
69120,
69121,855106.0
69140,
69147,764897.0
69148,
69155,109259.0
69156,
69163,1368457.0
69164,87462.0
69171,724989.0
69172,87500.0
69198,791347.0
69199,87565.0
69200,766430.0
69201,87669.0
69219,792449.0
69220,87743.0
69227,13206.0
69235,717216.0
69236,
69243,774197.0
69244,350644.0
69252,
69278,
69279,87783.0
69286,776074.0
69287,87799.0
69294,776074.0
69295,87802.0
69307,720507.0
69308,353022.0
69315,
69316,745490.0
69323,27587.0
69324,87817.0
69332,
69358,774709.0
69359,715167.0
69374,759441.0
69383,727085.0
69391,87863.0
69404,318852.0
69411,790414.0
69439,723272.0
69447,350899.0
69454,792361.0
69455,735635.0
69462,914627.0
69463,
69470,792985.0
69471,88000.0
69489,791024.0
69497,
69519,88034.0
69526,760436.0
69527,88036.0
69535,203140.0
69542,201653.0
69543,275985.0
69551,88103.0
69570,88113.0
69585,793308.0
69586,730708.0
69594,17719.0
69607,354952.0
69614,791056.0
69622,791010.0
69623,317788.0
69630,745599.0
69631,110027.0
69649,720005.0
69650,69789.0
69658,
69666,
69673,726977.0
69674,
69682,88296.0
69703,
69710,721380.0
69711,
69729,
69730,
69737,
69738,
69745,842662.0
69746,
69754,
69762,88496.0
69789,
69796,16918.0
69797,
69809,793983.0
69810,
69818,
69825,793277.0
69826,
69834,
69842,
69868,793925.0
69877,356623.0
69885,702756.0
69893,88734.0
69906,276380.0
69914,
69922,88794.0
69949,
69957,718577.0
69965,
69972,794205.0
69973,88922.0
70000,715802.0
70010,88952.0
70018,88974.0
70026,729599.0
70033,793952.0
70034,89017.0
70042,352062.0
70069,89067.0
70076,794048.0
70077,89107.0
70092,795266.0
70093,1066138.0
70106,352330.0
70113,796226.0
70114,317832.0
70122,701651.0
70148,883899.0
70149,
70156,795255.0
70164,795185.0
70157,
70165,350915.0
70173,
70180,
70199,845568.0
70200,701050.0
70202,317986.0
70228,794170.0
70229,89415.0
70244,794223.0
70245,89472.0
70252,796370.0
70253,
70260,798438.0
70261,89522.0
70280,730564.0
70288,89615.0
70296,
70308,804212.0
70325,89807.0
70332,773910.0
70333,89865.0
70359,804104.0
70367,
70375,941167.0
70376,89902.0
70384,
70392,80040.0
70405,89910.0
70413,89913.0
70421,735584.0
70440,89925.0
70448,
70455,801441.0
70456,896231.0
70471,800287.0
70499,
70500,1650107.0
70501,860324.0
70519,831001.0
70520,217165.0
70536,90185.0
70544,
70551,
70552,90206.0
70578,31462.0
70579,1397051.0
70586,
70587,
70595,700712.0
70608,
70616,82628.0
70623,798358.0
70624,318284.0
70632,712752.0
70659,90283.0
70666,796219.0
70667,314937.0
70674,805023.0
70675,708367.0
70690,792823.0
70691,90350.0
70704,314203.0
70711,805415.0
70739,
70747,
70754,350838.0
70755,90479.0
70763,731944.0
70771,
70790,90588.0
70798,90721.0
70819,719113.0
70827,354911.0
70835,706694.0
70843,352680.0
70850,804334.0
70851,739427.0
70869,794359.0
70870,90898.0
70878,90933.0
70886,90938.0
70893,797658.0
70894,90954.0
70907,90993.0
70914,
70915,319094.0
70923,91388.0
70931,
70949,736768.0
70950,91455.0
70957,230046.0
70958,91576.0
70965,802481.0
70966,810354.0
70974,
70981,802825.0
70982,729588.0
71001,800575.0
71002,354260.0
71029,727477.0
71037,
71045,725628.0
71053,
71061,
71080,
71087,797509.0
71088,91665.0
71095,790932.0
71096,
71109,
71116,1052045.0
71117,350305.0
71124,93542.0
71125,217199.0
71133,310537.0
71140,772249.0
71141,312033.0
71168,
71175,5513.0
71176,91767.0
71184,91771.0
71191,803647.0
71192,
71204,805270.0
71205,730810.0
71213,
71221,
71239,8076.0
71240,
71247,795542.0
71271,775368.0
71299,760079.0
71301,
71328,91893.0
71336,356463.0
71352,91986.0
71379,
71387,
71395,277158.0
71408,92073.0
71416,
71424,
71432,
71459,352972.0
71467,
71475,1056903.0
71483,
71491,
71504,
71512,92166.0
71538,805792.0
71539,52552.0
71547,92200.0
71554,805265.0
71555,92223.0
71563,92230.0
71590,
71598,109747.0
71627,
71635,217220.0
71643,
71651,92349.0
71678,92358.0
71685,808064.0
71686,92081.0
71694,101113.0
71715,
71723,
71731,1061823.0
71750,
71765,897732.0
71766,
71774,
71782,92472.0
71803,
71811,92488.0
71830,
71837,809933.0
71838,
71846,
71854,
71888,810370.0
71889,857167.0
71897,
71909,809398.0
71910,
71918,
71926,92605.0
71933,807882.0
71934,353796.0
71942,718924.0
71969,92631.0
71976,1033782.0
71977,
71985,743238.0
71993,
72005,77597.0
72013,355968.0
72021,
72040,313261.0
72048,92729.0
72055,808366.0
72056,819898.0
72063,
72064,
72072,718487.0
72098,806623.0
72099,
72100,804151.0
72101,92764.0
72119,320340.0
72120,350486.0
72128,92769.0
72136,319013.0
72144,743921.0
72152,
72179,92824.0
72195,92884.0
72207,798537.0
72208,734780.0
72216,92888.0
72224,
72232,731657.0
72259,1046623.0
72267,
72275,730339.0
72283,
72291,93134.0
72304,718937.0
72311,832995.0
72312,
72338,1047335.0
72339,
72371,
72389,743332.0
72390,93272.0
72398,
72427,
72443,205921.0
72451,
72470,
72478,93379.0
72486,93384.0
72494,93456.0
72507,
72514,80134.0
72515,93507.0
72523,725727.0
72531,93522.0
72550,
72558,
72566,
72574,93566.0
72581,809719.0
72602,798542.0
72603,203285.0
72611,350737.0
72630,93600.0
72638,
72646,
72654,707417.0
72662,725572.0
72688,944399.0
72696,878560.0
72697,
72710,93736.0
72718,
72726,93751.0
72733,95301.0
72741,95301.0
72769,93779.0
72777,
72785,714285.0
72792,807862.0
72793,
72814,93875.0
72822,
72849,93945.0
72857,743928.0
72873,94125.0
72881,
72900,94167.0
72902,350825.0
72928,103758.0
72937,
72945,94248.0
72953,731933.0
72961,94328.0
72980,94344.0
72988,94369.0
72996,720672.0
73008,
73016,732591.0
73024,315781.0
73032,94697.0
73059,
73067,
73075,723610.0
73083,94855.0
73091,352944.0
73104,94920.0
73112,94945.0
73139,310764.0
73147,
73155,
73163,
73171,744795.0
73198,725398.0
73219,95029.0
73227,
73235,95056.0
73243,351234.0
73251,906934.0
73270,
73278,
73286,
73294,726712.0
73315,310357.0
73323,310438.0
73331,
73350,95237.0
73358,200754.0
73366,725555.0
73374,
73382,353196.0
73411,879096.0
73430,315353.0
73438,319129.0
73446,49474.0
73462,
73489,67903.0
73497,312540.0
73510,
73526,95459.0
73534,
73542,95490.0
73569,230578.0
73577,
73585,95501.0
73593,
73606,703304.0
73614,720577.0
73622,
73649,95543.0
73657,
73665,95548.0
73673,
73681,730000.0
73700,95618.0
73702,709332.0
73729,95620.0
73737,
73745,717197.0
73753,722692.0
73761,
73780,95657.0
73788,205949.0
73796,95676.0
73809,700863.0
73817,728331.0
73860,95830.0
73868,
73884,95875.0
73892,354874.0
73905,95923.0
73913,350615.0
73921,720327.0
73940,278352.0
73948,95944.0
73956,719483.0
73964,
73972,
73999,
74019,351940.0
74027,318280.0
74035,
74043,96014.0
74051,354608.0
74070,707140.0
74078,96051.0
74086,707606.0
74094,
74107,718076.0
74115,705581.0
74123,352698.0
74131,350489.0
74150,354151.0
74158,1036555.0
74166,
74174,
74182,96079.0
74203,718449.0
74211,
74230,700997.0
74238,96617.0
74254,
74289,730041.0
74297,98596.0
74310,
74318,98313.0
74326,726997.0
74334,98485.0
74342,
74369,723615.0
74377,
74385,217370.0
74393,312842.0
74406,103096.0
74414,352995.0
74422,
74457,
74465,90712.0
74473,3966.0
74481,899217.0
74500,98338.0
74502,
74529,352079.0
74537,96140.0
74545,354814.0
74553,725820.0
74561,875174.0
74580,860451.0
74588,96246.0
74596,
74617,315180.0
74625,350068.0
74641,700994.0
74660,
74668,353821.0
74676,
74692,
74721,
74740,96536.0
74756,
74764,96573.0
74772,
74801,
74820,352860.0
74828,96677.0
74836,96699.0
74844,
74852,
74887,745376.0
74895,357064.0
74908,96793.0
74916,351115.0
74924,96813.0
74932,96831.0
74959,
74967,703893.0
74975,736893.0
74991,
75000,813608.0
75002,811929.0
75003,
75011,
75030,
75031,1052163.0
75033,807707.0
75034,1701605.0
75035,806011.0
75038,
75042,
75043,
75044,
75046,726451.0
75048,813356.0
75050,811226.0
75051,202646.0
75053,810316.0
75054,
75055,814050.0
75056,1008114.0
75061,
75062,310486.0
75066,812906.0
75068,806151.0
75069,949961.0
75070,789460.0
75071,798168.0
75072,793024.0
75073,805266.0
75077,810113.0
75079,812628.0
75083,75681.0
75084,808241.0
75086,
75089,96919.0
75090,813566.0
75091,790704.0
75093,
75094,811917.0
75097,723433.0
75098,
75099,796038.0
75100,98246.0
75101,814361.0
75102,802223.0
75103,812075.0
75104,813828.0
75106,819544.0
75107,815094.0
75110,715073.0
75111,814577.0
75118,96929.0
75126,
75149,809572.0
75150,811828.0
75153,88706.0
75155,814437.0
75156,815572.0
75158,
75161,813749.0
75162,810536.0
75163,814241.0
75164,798246.0
75166,858448.0
75169,96959.0
75170,786877.0
75172,817946.0
75173,817134.0
75174,818008.0
75175,814585.0
75176,803027.0
75177,96960.0
75179,1644147.0
75182,931015.0
75185,
75186,316709.0
75187,814013.0
75188,894651.0
75189,817644.0
75190,801774.0
75191,100240.0
75192,
75193,774214.0
75195,818015.0
75196,815274.0
75198,100240.0
75206,718248.0
75213,823878.0
75214,96987.0
75215,807884.0
75216,789863.0
75217,319302.0
75220,797989.0
75221,
75222,805264.0
75224,800459.0
75227,52477.0
75228,772197.0
75229,814681.0
75231,799315.0
75232,
75233,59440.0
75237,829732.0
75241,1038357.0
75242,811421.0
75244,811933.0
75247,
75249,700800.0
75250,728534.0
75255,105982.0
75256,749751.0
75257,317771.0
75259,820626.0
75261,1056087.0
75262,745026.0
75265,
75266,814677.0
75270,821530.0
75271,
75272,825411.0
75273,352495.0
75281,
75283,819790.0
75285,871763.0
75286,822665.0
75288,
75291,830141.0
75294,831259.0
75295,812700.0
75298,
75300,
75302,312979.0
75303,832474.0
75308,830260.0
75310,77155.0
75315,821124.0
75316,823094.0
75318,924174.0
75319,868593.0
75320,821130.0
75326,1037676.0
75328,807877.0
75329,316372.0
75330,909992.0
75332,833796.0
75333,833320.0
75335,
75337,700908.0
75338,835176.0
