,cik
34083,64850.0
34091,
34104,
34112,
34113,215797.0
34120,65628.0
34121,34339.0
34139,
34140,
34147,65771.0
34155,
34156,
34163,
34171,
34172,34395.0
34198,
34199,704434.0
34200,66514.0
34201,
34219,
34220,
34227,66842.0
34228,728389.0
34235,67417.0
34236,711768.0
34243,
34244,731445.0
34251,1489137.0
34278,67634.0
34279,34495.0
34286,
34287,34497.0
34294,
34295,
34307,
34308,34526.0
34315,68572.0
34316,
34323,
34324,
34331,
34332,715357.0
34358,68651.0
34359,34552.0
34366,69180.0
34367,34563.0
34374,
34382,
34383,34587.0
34390,72178.0
34391,
34403,
34404,34629.0
34411,
34438,63053.0
34439,34695.0
34446,
34447,350487.0
34454,
34462,69886.0
34463,34908.0
34470,
34471,34941.0
34489,
34490,728528.0
34497,80172.0
34498,743532.0
34518,
34519,
34526,
34527,
34534,
34535,722203.0
34542,
34550,70653.0
34551,
34569,
34570,
34577,
34578,1409475.0
34585,
34593,70972.0
34594,35245.0
34606,
34614,71406.0
34615,35271.0
34622,
34623,724968.0
34630,71478.0
34631,35292.0
34649,71525.0
34650,
34657,
34658,
34665,71745.0
34666,320017.0
34673,71829.0
34674,
34681,
34682,
34702,
34703,
34710,
34711,35501.0
34729,
34730,
34737,
34738,
34745,1066989.0
34746,35527.0
34754,
34761,
34788,
34789,
34796,72736.0
34797,35559.0
34809,
34810,310342.0
34817,73309.0
34818,719164.0
34825,73568.0
34826,731248.0
34833,797468.0
34834,722743.0
34841,73902.0
34842,
34868,73947.0
34869,35733.0
34876,74277.0
34877,
34885,
34892,74629.0
34893,
34905,74954.0
34906,
34913,75072.0
34914,
34921,75207.0
34922,719650.0
34936,1065078.0
34948,75288.0
34949,35901.0
34956,
34957,
34964,
34965,35918.0
34972,75499.0
34973,
34980,75561.0
34981,1498720.0
34999,75584.0
35000,
35019,
35020,35968.0
35027,
35028,732248.0
35035,
35036,
35043,
35044,1281761.0
35051,75829.0
35052,702654.0
35078,
35079,
35086,
35087,
35094,76261.0
35095,
35107,76267.0
35108,
35115,
35116,783995.0
35123,
35124,36047.0
35131,76596.0
35132,
35158,76723.0
35159,
35166,76812.0
35167,354869.0
35175,
35182,77155.0
35183,
35190,
35191,
35203,801873.0
35204,36703.0
35211,77320.0
35238,77449.0
35239,
35246,77455.0
35254,77459.0
35255,
35262,
35263,36146.0
35270,
35271,
35289,
35297,
35318,
35319,
35326,78232.0
35327,312024.0
35334,78298.0
35335,
35342,
35343,
35350,
35351,
35369,78596.0
35370,36204.0
35377,78741.0
35378,316769.0
35385,
35386,
35393,78895.0
35394,
35406,
35407,315547.0
35414,
35415,
35422,79209.0
35423,357427.0
35430,
35431,
35449,
35450,
35457,
35458,
35465,79417.0
35466,724026.0
35473,
35474,846492.0
35481,
35482,
35503,787075.0
35511,803354.0
35529,79920.0
35530,
35537,
35538,
35545,
35546,722768.0
35554,36270.0
35588,80183.0
35562,
35589,
35596,
35597,
35609,
35610,
35617,319651.0
35625,1090480.0
35626,
35633,
35634,
35641,81296.0
35668,
35669,
35676,
35684,81785.0
35685,708955.0
35692,
35693,735553.0
35705,85608.0
35706,36326.0
35713,
35714,
35721,
35722,109834.0
35748,
35756,
35757,36352.0
35765,
35772,
35780,82563.0
35781,
35799,
35800,
35801,82785.0
35802,
35828,
35829,789670.0
35836,
35837,36465.0
35844,916504.0
35845,
35852,
35853,36470.0
35860,
35861,
35879,
35880,
35887,83366.0
35888,36510.0
35895,
35896,
35908,
35909,36522.0
35916,83877.0
35917,702325.0
35924,83899.0
35925,
35932,
35933,
35941,702510.0
35959,
35960,351825.0
35967,
35968,351695.0
35975,
35976,
35983,
35984,
35991,84748.0
35992,
36003,84839.0
36004,
36011,
36012,
36038,
36039,
36046,84953.0
36054,84985.0
36055,
36062,
36063,
36070,85449.0
36071,
36089,
36097,
36098,
36118,
36119,
36126,
36127,36104.0
36134,
36135,
36142,
36150,91817.0
36151,
36169,
36177,86358.0
36178,1002213.0
36186,
36193,
36194,
36206,
36207,
36214,86994.0
36215,945475.0
36222,
36223,36730.0
36230,
36231,
36249,
36250,
36257,87864.0
36258,
36265,
36266,
36274,312367.0
36281,88121.0
36282,
36302,
36303,
36310,
36311,
36329,
36330,
36337,88201.0
36338,
36345,88217.0
36346,34782.0
36353,
36354,
36361,
36362,728472.0
36388,
36389,
36396,88877.0
36397,36966.0
36409,89127.0
36410,
36417,89161.0
36418,36980.0
36425,
36426,
36433,
36441,
36442,
36468,89800.0
36469,36995.0
36477,717585.0
36484,89926.0
36485,
36492,90057.0
36493,
36505,
36506,
36513,
36514,
36521,90280.0
36548,
36549,37093.0
36556,
36557,
36564,
36565,
36573,
36580,
36599,
36600,
36601,90976.0
36602,74431.0
36628,
36629,
36636,
36644,
36645,
36652,
36653,
36660,
36661,
36679,92361.0
36680,
36688,
36695,771504.0
36696,225360.0
36708,
36709,37358.0
36716,
36717,353984.0
36724,
36732,
36740,93308.0
36741,
36759,93332.0
36760,732772.0
36767,93383.0
36768,37472.0
36775,93448.0
36776,
36783,
36784,1124260.0
36791,
36792,
36804,93533.0
36805,732775.0
36813,313413.0
36820,
36821,
36839,
36847,93786.0
36848,37525.0
36855,
36856,
36863,
36864,
36871,
36872,
36898,94049.0
36899,
36901,
36919,
36927,94170.0
36928,37564.0
36935,
36943,
36944,
36951,
36952,37594.0
36978,
36986,880267.0
36994,94947.0
36995,
37006,
37007,205359.0
37014,95280.0
37015,705405.0
37022,95366.0
37023,37643.0
37031,
37049,95529.0
37050,
37057,
37058,713002.0
37065,821139.0
37066,37707.0
37073,95632.0
37074,
37081,
37082,
37103,37755.0
37110,98483.0
37111,
37129,
37130,
37137,
37138,37776.0
37145,
37146,
37153,
37154,355019.0
37161,350563.0
37162,
37188,96551.0
37189,37912.0
37196,96669.0
37197,37912.0
37209,
37217,825410.0
37218,37946.0
37225,96736.0
37226,18508.0
37233,96746.0
37234,
37241,
37242,731427.0
37268,96982.0
37269,38134.0
37276,97184.0
37277,
37284,50104.0
37285,35565.0
37292,
37293,
37305,97607.0
37306,
37313,
37321,
37322,734370.0
37348,
37349,
37356,
37357,714399.0
37364,225939.0
37365,33939.0
37373,38260.0
37381,38264.0
37399,98537.0
37400,356034.0
37401,
37402,352825.0
37428,
37429,703691.0
37436,
37437,
37444,
37445,
37452,
37453,38445.0
37460,99106.0
37461,38475.0
37479,
37480,38567.0
37487,
37495,
37496,720527.0
37508,
37509,
37516,
37517,733595.0
37524,100381.0
37525,
37532,
37533,
37540,
37541,215913.0
37559,
37560,812301.0
37567,
37568,38725.0
37575,101006.0
37576,38766.0
37583,101024.0
37584,38777.0
37591,6143.0
37592,353186.0
37605,
37612,728258.0
37613,
37620,
37639,
37640,38851.0
37655,
37656,
37663,
37664,
37671,
37672,79376.0
37698,
37699,38984.0
37700,
37701,313717.0
37719,101967.0
37720,39021.0
37727,
37728,
37735,
37736,721260.0
37743,
37744,
37751,100511.0
37778,103121.0
37779,
37786,103796.0
37787,314087.0
37794,103960.0
37795,707945.0
37807,102741.0
37808,
37815,103392.0
37816,852303.0
37823,
37824,39267.0
37831,
37832,39273.0
37858,
37859,840826.0
37866,
37874,103916.0
37875,39368.0
37882,
37883,
37890,
37891,320429.0
37903,
37904,39533.0
37911,
37912,39544.0
37938,
37939,
37946,
37947,737212.0
37954,105336.0
37955,39648.0
37962,2031.0
37963,
37970,105768.0
37989,105911.0
37990,40263.0
37997,
38009,106212.0
38010,
38017,
38018,
38025,
38026,44244.0
38033,106532.0
38034,315647.0
38041,
38042,41107.0
38068,
38076,
38084,
38085,711425.0
38092,
38093,354190.0
38105,857566.0
38113,107022.0
38114,310449.0
38121,107227.0
38122,
38148,
38149,2491.0
38156,107263.0
38157,317890.0
38164,
38172,107454.0
38173,354929.0
38180,107469.0
38181,
38199,108163.0
38200,
38201,
38202,40069.0
38228,
38244,108565.0
38245,
38252,
38253,40238.0
38260,108880.0
38261,8449.0
38279,
38280,318771.0
38287,109156.0
38288,40409.0
38295,109177.0
38296,
38308,
38317,40443.0
38324,47188.0
38325,
38332,
38333,40461.0
38340,76090.0
38359,
38360,
38367,
38368,40513.0
38375,107889.0
38376,
38383,
38384,40528.0
38391,
38392,
38404,
38412,
38413,
38420,1091862.0
38421,
38439,
38440,
38447,52522.0
38455,878614.0
38456,
38463,
38464,
38471,11856.0
38472,40687.0
38498,
38500,
38501,
38519,
38520,709560.0
38527,12614.0
38528,355910.0
38535,75448.0
38543,313096.0
38544,
38551,104650.0
38552,
38578,97854.0
38579,40829.0
38586,
38587,
38594,
38595,
38608,40934.0
38615,
38616,319649.0
38623,
38624,40944.0
38631,
38632,351598.0
38658,741508.0
38659,355811.0
38666,24360.0
38667,
38674,
38675,
38682,29669.0
38683,929771.0
38690,
38691,704695.0
38703,72971.0
38704,
38711,85795.0
38712,40969.0
38738,
38739,
38746,6207.0
38747,352682.0
38754,
38755,41023.0
38762,1111711.0
38763,
38770,
38789,
38790,314606.0
38797,
38798,318223.0
38818,
38819,
38826,76120.0
38827,41052.0
38834,
38835,
38842,62621.0
38843,
38850,90896.0
38851,41103.0
38869,
38877,4421.0
38878,41114.0
38885,801351.0
38886,314834.0
38893,21267.0
38894,
38906,105729.0
38907,41147.0
38914,1124887.0
38915,
38922,97638.0
38923,
38930,102373.0
38931,
38949,89289.0
38966,
38957,
38958,
38965,
38973,1084230.0
38974,41365.0
38981,
38982,717829.0
39001,
39002,
39028,
39029,719274.0
39036,741254.0
39037,
39044,
39045,740763.0
39052,
39053,846583.0
39060,94824.0
39061,
39079,
39087,101830.0
39088,41589.0
39095,11617.0
39096,
39108,47395.0
39116,2904.0
39124,
39132,79407.0
39140,
39141,
39159,12184.0
39167,
39168,
39175,77866.0
39176,
39183,312030.0
39184,
39191,
39192,
39204,83394.0
39205,
39212,
39213,
39220,93389.0
39221,751406.0
39247,7931.0
39248,
39255,
39263,759663.0
39271,
39272,
39298,
39300,73104.0
39301,719754.0
39319,
39327,
39328,42228.0
39335,24188.0
39336,
39343,
39344,42271.0
39351,
39352,
39378,
39379,42284.0
39386,34435.0
39387,
39394,
39395,713580.0
39407,32011.0
39415,
39416,351541.0
39423,
39424,42504.0
39431,
39432,317332.0
39458,89135.0
39459,
39466,96238.0
39474,106226.0
39475,706171.0
39482,4611.0
39483,42791.0
39490,6769.0
39491,
39503,
39504,
39511,
39512,42817.0
39538,63276.0
39539,201998.0
39546,108371.0
39547,
39554,
39555,
39562,105189.0
39570,217028.0
39571,42888.0
39589,899391.0
39590,719597.0
39597,50151.0
39598,42942.0
39618,
39626,104635.0
39627,43090.0
39634,
39635,43115.0
39642,10795.0
39643,
39650,
39651,43134.0
39669,764898.0
39670,727162.0
39677,
39678,82554.0
39685,
39686,43142.0
39693,9984.0
39694,43143.0
39706,
39707,
39714,
39715,
39722,
39723,
39730,
39731,43196.0
39749,
39750,43221.0
39757,13606.0
39758,352823.0
39765,314727.0
39766,356708.0
39773,87196.0
39774,
39781,44549.0
39782,
39810,16226.0
39837,
39845,
39846,310539.0
39853,
39854,352871.0
39861,29378.0
39888,65040.0
39889,
39896,
39909,
39910,43396.0
39925,55953.0
39926,
39933,
39941,
39942,
39968,
39969,
39976,
39977,
39984,78751.0
39985,68805.0
39992,277024.0
39993,
40002,
40003,
40010,
40011,43578.0
40029,
40030,43457.0
40037,
40045,
40053,1704899.0
40054,718474.0
40061,96879.0
40062,94784.0
40088,
40089,
40096,
40097,43952.0
40109,58712.0
40110,
40117,
40118,82295.0
40125,1688568.0
40126,
40133,
40134,44062.0
40141,31364.0
40142,21624.0
40168,746071.0
40169,
40176,80491.0
40184,51281.0
40185,310413.0
40192,40267.0
40205,74116.0
40213,835715.0
40214,
40221,98651.0
40222,719702.0
40248,
40249,
40256,51639.0
40257,
40264,
40265,
40272,51253.0
40273,44376.0
40280,
40281,
40300,
40301,
40302,44404.0
40328,
40329,
40336,202578.0
40337,
40344,105900.0
40345,722642.0
40352,750217.0
40353,
40360,79263.0
40361,711347.0
40379,
40387,701259.0
40388,1030749.0
40395,108755.0
40396,729621.0
40408,
40409,
40416,8868.0
40417,44517.0
40424,
40425,355269.0
40432,24791.0
40440,28823.0
40441,44668.0
40459,55510.0
40467,
40475,
40476,355902.0
40483,1021387.0
40484,310377.0
40491,
40492,
40504,750217.0
40505,316884.0
40512,
40513,
40520,22646.0
40521,720609.0
40539,109198.0
40540,351298.0
40548,
40555,
40556,225446.0
40563,
40564,47741.0
40571,80051.0
40572,718909.0
40598,
40599,45695.0
40600,
40619,1062003.0
40620,355699.0
40627,
40628,44764.0
40635,925260.0
40636,
40643,206030.0
40644,729533.0
40651,275177.0
40678,
40686,
40687,723906.0
40694,97472.0
40695,44800.0
40707,18169.0
40708,44801.0
40715,19558.0
40716,
40723,
40724,
40731,846340.0
40758,
40759,719216.0
40766,57430.0
40774,
40775,44995.0
40782,735166.0
40783,
40790,56512.0
40791,
40803,
40811,
40812,
40838,40493.0
40839,
40846,
40847,45136.0
40854,
40855,
40862,90847.0
40863,
40870,
40871,727283.0
40889,
40890,736762.0
40897,75178.0
40898,722075.0
40918,
40919,
40926,
40927,
40934,
40935,891289.0
40942,
40943,45444.0
40950,
40951,
40969,
40970,313478.0
40977,79011.0
40985,
40986,
40993,
40994,45621.0
41013,
41014,45674.0
41021,37059.0
41022,
41048,
41049,710151.0
41056,200027.0
41057,54843.0
41064,22698.0
41065,45887.0
41072,217591.0
41073,
41080,26172.0
41081,823393.0
41099,
41100,1034588.0
41101,
41128,
41136,202356.0
41137,
41144,101435.0
41145,
41152,24381.0
41153,46025.0
41160,47820.0
41161,
41179,69598.0
41180,46074.0
41187,354707.0
41188,46129.0
41195,58518.0
41196,
41208,9549.0
41209,46157.0
41216,91668.0
41217,216085.0
41224,
41225,46197.0
41232,20552.0
41233,46238.0
41240,63332.0
41241,46250.0
41259,
41260,46267.0
41267,83097.0
41268,
41275,
41276,1023907.0
41283,865484.0
41284,355648.0
41291,101959.0
41292,731012.0
41304,40286.0
41305,728491.0
41312,
41320,89270.0
41321,
41339,
41340,
41347,66483.0
41355,76334.0
41356,46455.0
41363,
41364,
41371,101271.0
41372,722243.0
41398,
41399,725627.0
41400,277878.0
41419,814068.0
41420,46517.0
41427,105846.0
41428,46517.0
41435,78923.0
41436,46591.0
41443,65873.0
41444,46653.0
41451,
41478,47760.0
41486,82666.0
41487,46709.0
41494,
41495,
41507,
41515,938348.0
41523,97509.0
41524,
41531,
41532,46815.0
41558,31299.0
41559,
41566,
41567,
41574,88790.0
41575,46907.0
41582,
41583,320427.0
41590,60825.0
41591,
41603,
41604,738999.0
41611,46408.0
41638,
41646,7641.0
41647,
41654,
41655,
41662,83496.0
41663,47035.0
41670,
41671,47059.0
41689,
41690,47098.0
41697,
41718,19489.0
41719,
41726,37931.0
41727,47224.0
41734,5177.0
41742,
41743,47266.0
41750,91115.0
41751,
41769,34907.0
41770,722032.0
41777,
41778,
41785,
41786,
41793,3094.0
41794,
41806,
41807,47288.0
41814,
41815,736915.0
41822,69645.0
41823,47307.0
41830,
41831,
41849,
41850,47312.0
41857,
41865,66266.0
41866,47348.0
41873,93959.0
41874,317551.0
41881,
41882,316880.0
41902,23302.0
41903,
41910,216460.0
41911,744087.0
41929,23675.0
41937,84443.0
41938,
41945,22957.0
41946,
41953,845806.0
41954,
41961,6837.0
41988,
41989,47613.0
41996,83961.0
41997,
42008,
42009,
42016,
42017,
42024,12978.0
42025,731838.0
42033,47721.0
42041,47754.0
42059,105418.0
42060,
42067,54441.0
42068,
42075,44067.0
42076,
42083,1368457.0
42084,709139.0
42092,
42104,54050.0
42105,
42112,1013834.0
42113,
42121,
42139,
42140,1656239.0
42147,
42148,734796.0
42155,
42156,48105.0
42163,
42164,310801.0
42171,15216.0
42172,
42198,86940.0
42200,31791.0
42201,811097.0
42219,96412.0
42220,
42227,
42228,48174.0
42235,
42236,717274.0
42243,109478.0
42251,
42252,
42278,
42279,
42286,110471.0
42287,
42294,
42295,
42307,276889.0
42315,98513.0
42316,
42323,83649.0
42324,353212.0
42331,
42358,10048.0
42359,818435.0
42366,315125.0
42367,
42374,
42375,
42382,
42383,727482.0
42390,103148.0
42403,81203.0
42404,
42411,
42412,48283.0
42438,11454.0
42439,48287.0
42446,
42447,48355.0
42454,
42455,741815.0
42462,
42463,
42470,
42471,
42489,
42490,
42497,
42498,
42518,230602.0
42519,734213.0
42526,
42527,
42534,833444.0
42535,720501.0
42542,102701.0
42543,225457.0
42550,1282637.0
42551,48459.0
42569,276104.0
42570,
42577,
42578,354359.0
42585,91419.0
42586,731625.0
42593,24351.0
42594,
42606,14637.0
42607,48569.0
42614,67887.0
42622,
42623,48671.0
42630,
42631,
42649,106695.0
42650,
42657,
42658,
42665,
42666,48553.0
42673,
42674,318189.0
42681,
42682,
42702,
42703,48757.0
42710,
42711,
42729,30901.0
42730,
42737,4013.0
42738,48780.0
42745,35469.0
42746,
42753,205778.0
42761,57935.0
42762,48825.0
42788,
42796,65011.0
42797,48912.0
42809,
42810,
42817,1009526.0
42818,
42825,
42833,75594.0
42834,49101.0
42841,
42842,49125.0
42868,
42869,49131.0
42876,34277.0
42877,728535.0
42884,
42885,
42892,
42905,5870.0
42906,49196.0
42913,
42914,
42921,4435.0
42922,315374.0
42948,
42949,
42956,
42957,
42964,
42965,49382.0
42972,
42973,
42980,58810.0
42981,719447.0
42999,86636.0
43000,769644.0
43019,7965.0
43020,355266.0
43027,108637.0
43028,49401.0
43036,49438.0
43043,
43044,
43051,58436.0
43052,49447.0
43078,84621.0
43079,49462.0
43086,
43087,
43094,
43095,704432.0
43107,
43108,
43115,103944.0
43116,
43123,1018963.0
43124,725366.0
43131,
43132,49525.0
43158,
43159,49529.0
43166,
43167,715593.0
43174,34030.0
43175,
43182,
43183,49565.0
43190,
43203,45337.0
43204,
43211,29208.0
43238,45370.0
43239,716186.0
43246,37661.0
43247,49534.0
43254,
43255,49771.0
43262,
43263,719625.0
43270,
43271,25652.0
43290,716054.0
43297,
43298,
43318,313153.0
43319,
43326,
43327,351810.0
43334,95953.0
43342,30875.0
43350,93556.0
43369,
43351,
43370,
43377,
43378,
43385,30163.0
43394,354199.0
43406,107665.0
43407,318774.0
43414,201932.0
43415,
43422,90012.0
43423,
43430,50416.0
43431,51061.0
43449,63908.0
43450,
43457,28366.0
43458,
43465,216040.0
43466,715573.0
43473,92874.0
43474,65745.0
43481,310354.0
43482,
43502,
43503,
43510,13769.0
43529,
43530,49693.0
43537,109284.0
43538,
43545,
43546,49789.0
43553,103379.0
43554,
43561,
43562,
43588,78853.0
43589,49780.0
43596,1060514.0
43597,715430.0
43609,43668.0
43610,
43617,97196.0
43618,216184.0
43625,84651.0
43626,
43633,87785.0
43634,352998.0
43668,62142.0
43669,49886.0
43676,13506.0
43677,
43684,
43685,1387976.0
43692,79225.0
43693,
43705,79225.0
43706,49899.0
43713,1068676.0
43714,
43721,60751.0
43748,80693.0
43749,720477.0
43756,
43757,722830.0
43764,76235.0
43765,730757.0
43772,11199.0
43773,
43780,
43781,730717.0
43799,
43800,700753.0
43801,
43802,
43828,
43829,726615.0
43836,
43837,701869.0
43844,
43852,
43853,
43860,32637.0
43879,
43880,
43887,64807.0
43888,
43895,
43896,
43908,103999.0
43909,
43916,28887.0
43924,
43925,
43932,
43940,93037.0
43941,
43959,
43960,310621.0
43967,103575.0
43968,
43975,
43976,50200.0
43983,99487.0
43984,790523.0
43991,
43992,50253.0
44003,316911.0
44011,1562961.0
44012,50308.0
44038,
44039,50361.0
44046,7627.0
44054,
44055,730338.0
44062,93102.0
44063,
44070,203052.0
44071,718026.0
44089,43059.0
44090,50420.0
44097,55526.0
44098,50427.0
44118,201597.0
44119,69242.0
44126,106880.0
44127,50441.0
44134,55242.0
44135,216205.0
44143,721934.0
44150,225463.0
44151,726571.0
44169,
44170,350921.0
44177,
44178,50479.0
44185,32017.0
44186,
44193,
44194,714278.0
44206,72741.0
44207,723574.0
44214,
44215,
44222,
44223,50505.0
44230,75340.0
44231,98707.0
44249,
44250,726037.0
44257,15332.0
44258,
44265,829499.0
44266,355431.0
44273,12721.0
44274,353020.0
44281,
44282,354101.0
44302,69648.0
44303,
44310,
44311,732887.0
44329,96943.0
44337,811664.0
44338,
44345,95779.0
44346,50608.0
44353,77106.0
44354,320516.0
44361,49357.0
44362,
44388,
44389,50842.0
44396,2636.0
44397,
44409,
44410,719960.0
44417,742316.0
44418,715727.0
44425,
44433,100817.0
44434,725737.0
44441,
44442,729439.0
44468,45333.0
44469,50822.0
44476,108683.0
44477,110640.0
44484,84588.0
44485,706459.0
44492,103080.0
44493,
44505,41388.0
44506,703361.0
44513,96763.0
44514,50845.0
44521,
44522,50977.0
44548,6071.0
44556,103596.0
44557,355270.0
44564,
44565,
44572,
44573,759173.0
44580,4215.0
44581,353356.0
44599,31224.0
44600,320340.0
44601,8818.0
44602,310585.0
44628,40245.0
44629,1143344.0
44636,
44637,350066.0
44644,8670.0
44645,719494.0
44652,90811.0
44653,
44660,
44661,718460.0
44679,
44687,74444.0
44688,755933.0
44695,
44708,34501.0
44709,
44716,
44717,
44724,3998.0
44725,50982.0
44732,
44733,
44740,3721.0
44741,
44759,860731.0
44760,51011.0
44767,57765.0
44768,715787.0
44775,3050.0
44776,714981.0
44783,106945.0
44784,
44791,87233.0
44792,351145.0
44804,38792.0
44812,
44813,725363.0
44820,2899.0
44821,351012.0
44839,
44840,51017.0
44847,
44848,
44856,702736.0
44863,74347.0
44864,
44871,83343.0
44872,51072.0
44898,66052.0
44899,225491.0
44901,
44919,
44920,320166.0
44927,
44928,351532.0
44935,823556.0
44936,314859.0
44943,29002.0
44951,95521.0
44952,320008.0
44978,
44986,48638.0
44987,354247.0
44994,91737.0
45006,
45007,
45014,81887.0
45015,
45022,62765.0
45023,
45031,38483.0
45049,107545.0
45050,
45057,50604.0
45058,215429.0
45065,877930.0
45073,
45074,51173.0
45081,
45082,1029352.0
45102,720032.0
45103,51207.0
45110,27751.0
45111,
45129,97886.0
45130,
45137,104030.0
45145,
45146,
45153,103755.0
45154,
45162,
45188,89597.0
45189,
45196,
45197,714311.0
45322,1093987.0
45209,
45217,6097.0
45225,59255.0
45226,52935.0
45233,
45234,
45241,38074.0
45242,718633.0
45268,24687.0
45269,
45277,353944.0
45284,
45285,355406.0
45292,105511.0
45305,
45306,1405495.0
45313,74585.0
45314,
